Series Name,Series Code,Code,2010AG.LND.ARBL.ZS,2011AG.LND.ARBL.ZS,2012AG.LND.ARBL.ZS,2013AG.LND.ARBL.ZS,2014AG.LND.ARBL.ZS,2010AG.SRF.TOTL.K2,2011AG.SRF.TOTL.K2,2012AG.SRF.TOTL.K2,2013AG.SRF.TOTL.K2,2014AG.SRF.TOTL.K2,2010EN.POP.DNST,2011EN.POP.DNST,2012EN.POP.DNST,2013EN.POP.DNST,2014EN.POP.DNST,2010IT.NET.USER.P2,2011IT.NET.USER.P2,2012IT.NET.USER.P2,2013IT.NET.USER.P2,2014IT.NET.USER.P2,2010MS.MIL.TOTL.TF.ZS,2011MS.MIL.TOTL.TF.ZS,2012MS.MIL.TOTL.TF.ZS,2013MS.MIL.TOTL.TF.ZS,2014MS.MIL.TOTL.TF.ZS,2010NY.GDP.MKTP.CD,2011NY.GDP.MKTP.CD,2012NY.GDP.MKTP.CD,2013NY.GDP.MKTP.CD,2014NY.GDP.MKTP.CD,2010NY.GDP.MKTP.KD.ZG,2011NY.GDP.MKTP.KD.ZG,2012NY.GDP.MKTP.KD.ZG,2013NY.GDP.MKTP.KD.ZG,2014NY.GDP.MKTP.KD.ZG,2010NY.GDP.PCAP.KD.ZG,2011NY.GDP.PCAP.KD.ZG,2012NY.GDP.PCAP.KD.ZG,2013NY.GDP.PCAP.KD.ZG,2014NY.GDP.PCAP.KD.ZG,2010NY.GDP.PCAP.CD,2011NY.GDP.PCAP.CD,2012NY.GDP.PCAP.CD,2013NY.GDP.PCAP.CD,2014NY.GDP.PCAP.CD,2010SL.TLF.TOTL.FE.ZS,2011SL.TLF.TOTL.FE.ZS,2012SL.TLF.TOTL.FE.ZS,2013SL.TLF.TOTL.FE.ZS,2014SL.TLF.TOTL.FE.ZS,2010SL.TLF.TOTL.IN,2011SL.TLF.TOTL.IN,2012SL.TLF.TOTL.IN,2013SL.TLF.TOTL.IN,2014SL.TLF.TOTL.IN,2010SL.UEM.TOTL.FE.ZS,2011SL.UEM.TOTL.FE.ZS,2012SL.UEM.TOTL.FE.ZS,2013SL.UEM.TOTL.FE.ZS,2014SL.UEM.TOTL.FE.ZS,2010SL.UEM.TOTL.ZS,2011SL.UEM.TOTL.ZS,2012SL.UEM.TOTL.ZS,2013SL.UEM.TOTL.ZS,2014SL.UEM.TOTL.ZS,2010SP.POP.GROW,2011SP.POP.GROW,2012SP.POP.GROW,2013SP.POP.GROW,2014SP.POP.GROW,2010SP.POP.TOTL,2011SP.POP.TOTL,2012SP.POP.TOTL,2013SP.POP.TOTL,2014SP.POP.TOTL,2010SP.POP.TOTL.FE.ZS,2011SP.POP.TOTL.FE.ZS,2012SP.POP.TOTL.FE.ZS,2013SP.POP.TOTL.FE.ZS,2014SP.POP.TOTL.FE.ZS,2010SP.RUR.TOTL,2011SP.RUR.TOTL,2012SP.RUR.TOTL,2013SP.RUR.TOTL,2014SP.RUR.TOTL
GDP growth (annual %),NY.GDP.MKTP.KD.ZG,CHN,11.42070625,11.34614465,11.28223471,11.2609314,..,9562911,9562911,9562911,9562911,9562911,142.4877434,143.1721123,143.8713936,144.5834568,145.317356,34.3,38.3,42.30011749,45.8,49.3,0.377054286,0.372698463,0.376069655,0.373289489,..,6.04E+12,7.49E+12,8.46E+12,9.49E+12,1.04E+13,10.63170823,9.484506202,7.750297593,7.68380997,7.351000022,10.09868985,8.961165489,7.226581504,7.153474861,6.808843125,4514.94052,5574.187093,6264.643878,6991.853866,7593.881891,43.97383953,43.92088196,43.92304496,43.86395756,..,781054640,790183028,795863202,801790592,..,3.400000095,3.599999905,3.700000048,3.799999952,..,4.199999809,4.300000191,4.5,4.599999905,..,0.482959689,0.479150454,0.487231118,0.493709634,0.506311592,1337705000,1344130000,1350695000,1357380000,1364270000,48.52554642,48.51508767,48.50442503,48.49411793,48.48491116,679206337,664363135,649832871,635688202,621970693
GDP (current US$),NY.GDP.MKTP.CD,BTN,2.639242333,2.628748328,2.628748328,2.628748328,..,38394,38394,38394,38394,38394,18.89566335,19.21048351,19.51126794,19.79791169,20.06999502,13.6,21,24,29.9,34.37,..,..,..,..,..,1585472534,1820207626,1823692110,1781261413,1821412873,11.73085436,7.890913893,5.071709815,2.044541095,6.25618388,9.804775926,6.122804588,3.451931228,0.567090803,4.815698443,2201.293078,2485.787052,2452.151588,2360.421517,2380.906962,41.559423,41.51473294,41.47463147,41.49675773,..,359928,370666,382265,393397,..,4.300000191,4.800000191,2.299999952,2.5,..,3.299999952,3.099999905,2.099999905,2.099999905,..,1.738886845,1.652370276,1.553599543,1.458432042,1.364945236,720246,732246,743711,754637,765008,46.35693916,46.32459583,46.29311655,46.26833829,46.26003911,469651,471676,473238,474372,475085
Internet users (per 100 people),IT.NET.USER.P2,TMP,10.08742434,10.08742434,10.7599193,10.42367182,..,14870,14870,14870,14870,14870,71.71546738,75.34579691,77.266846,79.35904506,81.5135844,0.21,0.9,0.9147,1.1,1.14,0.550886713,0.526315789,0.518573105,0.51190467,..,934000000,1123000000,1270000000,1468000000,1552000000,9.367681499,14.66809422,7.843137255,5.367965368,6.655710764,7.51734855,9.143128197,5.161884277,2.590074609,3.83662329,875.8365693,1002.327757,1105.349369,1243.995055,1280.415013,32.05068819,32.04313415,32.0735516,32.10027173,..,241792,252700,256473,259814,..,5.699999809,5.599999905,5.699999809,6.099999905,..,3.900000095,3.799999952,4,4.400000095,..,1.706321402,4.938169461,2.51768206,2.671746667,2.678725623,1066409,1120392,1148958,1180069,1212107,49.21371422,49.208242,49.20903822,49.213904,49.21968964,751744,782359,794711,808524,822645
Rural population,SP.RUR.TOTL,TWN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Population female (% of total),SP.POP.TOTL.FE.ZS,MAC,..,..,..,..,..,29.7,29.9,29.9,30.3,30.3,18000.87542,18283.67893,18654.28094,18747.72277,19073.06931,55.198,60.20369672,61.31,65.8,69.78,..,..,..,..,..,28359706111,36634742814,42991910938,51313818756,55501532528,27.49896423,21.29126163,9.165844611,10.65739543,-0.35295269,24.34598662,18.61642059,6.997061949,8.652317456,-2.052722193,53045.87901,67012.89381,77079.1733,90332.3242,96037.70203,48.51260441,48.47594705,48.43173564,48.38710586,..,332225,340769,348315,354890,..,2.099999905,2.099999905,1.700000048,1.700000048,..,2.799999952,2.599999905,2,1.799999952,..,2.5040346,2.229984352,2.006686044,1.828586444,1.720506326,534626,546682,557763,568056,577914,52.01654989,51.98213953,51.94482244,51.90667821,51.87017446,0,0,0,0,0
Population growth (annual %),SP.POP.GROW,HKG,3.333333333,3.333333333,2.952380952,2.952380952,..,1100,1100,1100,1100,1100,6689.714286,6734.857143,6813.904762,6845.238095,6896.857143,72,72.2,72.9,74.2,74.56,..,..,..,..,..,2.29E+11,2.49E+11,2.63E+11,2.76E+11,2.91E+11,6.767610559,4.814675724,1.700302663,3.072174041,2.501239094,5.986332238,4.112116808,0.520484766,2.600372368,1.734075698,32550.13787,35142.48793,36707.69534,38364.1949,40169.63,46.79292902,46.8950135,46.96094584,46.82129928,..,3675363,3697504,3730947,3733365,..,3.5,2.799999952,2.700000048,2.799999952,..,4.300000191,3.400000095,3.299999952,3.299999952,..,0.734446396,0.672543292,1.166874383,0.458789964,0.751257934,7024200,7071600,7154600,7187500,7241700,53.08869433,53.14148029,53.14499389,53.11627836,53.07919654,0,0,0,0,0
Population total,SP.POP.TOTL,CAF,2.889338342,2.889338342,2.889338342,2.889338342,..,622980,622980,622980,622980,622980,7.135017176,7.272950978,7.415165816,7.561523644,7.711830235,2,2.2,3,3.5,4.03,0.151404529,0.14785109,0.373484866,0.364540864,..,1986014846,2195599557,2169706564,1544626422,1782927903,3.046656852,3.300739707,4.112756215,-36.04707885,1.010329129,1.111338468,1.341608698,2.115986464,-37.28492602,-0.958401737,446.8002046,484.5832181,469.6842871,327.8989609,371.1096237,47.0857512,47.07287698,47.05904727,47.10959351,..,2080519,2130522,2182150,2235689,..,7.199999809,7.199999809,7.199999809,8.300000191,..,6.900000095,6.900000095,6.900000095,7.599999905,..,1.895959405,1.914746267,1.936521675,1.954537258,1.968283386,4444973,4530903,4619500,4710678,4804316,50.74858722,50.73853932,50.72895335,50.72034217,50.7134002,2719079,2762310,2805977,2849960,2894168
GDP per capita growth (annual %),NY.GDP.PCAP.KD.ZG,DNK,57.05868489,58.89700683,56.9879802,56.74287061,..,43090,43090,43090,43090,43090,130.7490691,131.2885223,131.7834551,132.334009,132.9145652,88.72,89.81001339,92.26001172,94.6297,95.99,0.635558813,0.561514704,0.589689148,0.592760261,..,3.20E+11,3.41E+11,3.22E+11,3.36E+11,3.42E+11,1.625135885,1.152136945,-0.65522463,-0.486210303,1.13429152,1.174721029,0.736511537,-1.02832906,-0.900221039,0.692548051,57647.66876,61304.0612,57636.12531,59818.63153,60634.39427,47.12940862,47.25253757,47.35889544,47.62453049,..,2930964,2929576,2916791,2901679,..,6.5,7.5,7.5,7.300000191,..,7.5,7.599999905,7.5,7,..,0.444197155,0.411737855,0.376272243,0.416901361,0.437745718,5547683,5570572,5591572,5614932,5639565,50.3998138,50.38793511,50.37939843,50.37333581,50.36838803,732572,726570,718964,711749,704833
GDP per capita (current US$),NY.GDP.PCAP.CD,UKR,56.06055375,56.09852931,56.13132638,56.14513568,..,603550,603550,603550,603550,603550,79.18024581,78.89611959,78.70140855,78.52240558,78.30370089,23.3,28.70826284,35.27,41,43.4,0.928069064,0.929316253,0.929934409,0.525189084,..,1.36E+11,1.63E+11,1.76E+11,1.83E+11,1.32E+11,4.200000016,5.200000009,0.199999998,0,-6.800008163,4.614794645,5.578853598,0.447899579,0.227964194,-0.84985749,2973.996481,3569.757027,3855.42128,4029.715504,3082.461447,48.84552442,48.8846345,48.9901739,48.9124847,..,23147523,23119148,23103780,23134525,..,6.800000191,6.800000191,6.400000095,6.699999809,..,8.100000381,7.900000095,7.5,7.900000095,..,-0.397285236,-0.359480081,-0.24709923,-0.22770475,-0.278913805,45870700,45706100,45593300,45489600,45362900,53.78801821,53.78497237,53.76717216,53.73995042,53.71114852,14363951,14225567,14101096,13977134,13843850
Labor force total,SL.TLF.TOTL.IN,UZB,10.22566996,10.10813352,10.34320639,10.34320639,..,447400,447400,447400,447400,447400,67.14245416,68.96897038,69.99177245,71.093559,72.26727786,20,30.2,36.5213,38.2,43.55,0.706193594,0.533271892,0.521719529,0.511150216,..,39332770929,45324319955,51183443225,56795656325,62643953022,8.500000001,8.299999999,8.200000001,8.000000001,8.100000002,5.480033191,5.431873862,6.61885439,6.326248546,6.34430902,1377.08214,1544.827773,1719.036196,1877.964512,2037.698724,40.36505988,40.2534955,40.2288492,40.27092465,..,12319568,12751469,13033823,13303330,..,11.19999981,11.19999981,11.10000038,10.89999962,..,11,11,10.89999962,10.69999981,..,2.822849683,2.684015505,1.472099988,1.561904333,1.637469625,28562400,29339400,29774500,30243200,30742500,50.78785097,50.80100979,50.81303103,50.82253481,50.82761866,18225382,18726459,19001490,19290020,19589736
Labor force female (% of total labor force),SL.TLF.TOTL.FE.ZS,UGA,33.66247756,34.16118093,34.41053262,34.41053262,..,241550,241550,241550,241550,241550,165.3172601,170.8574806,176.5440854,182.3927139,188.4249501,12.5,13.01354333,14.6896,16.2,17.71,0.355587866,0.343718403,0.332125499,0.320797794,..,18803852466,18661302215,23724745221,24703249696,26312399301,5.170342974,9.673224959,4.411259872,3.270736613,4.509524514,1.736646966,6.116963687,1.048102318,-0.040756303,1.163756689,567.2453445,544.6910663,670.1788054,675.4433134,696.4089537,49.37025237,49.35521586,49.34223184,49.33094124,..,13161304,13615797,14091059,14588629,..,4.800000191,4.800000191,4.900000095,4.5,..,4.199999809,4.199999809,4.199999809,3.799999952,..,3.319376771,3.296334558,3.274085878,3.259151066,3.25376537,33149417,34260342,35400620,36573387,37782971,50.06533901,50.05107655,50.04014901,50.0321805,50.02664296,28345403,29189811,30049816,30927553,31826108
Armed forces personnel (% of total labor force),MS.MIL.TOTL.TF.ZS,URY,11.61581534,13.43846418,12.30145126,13.27848246,..,176220,176220,176220,176220,176220,19.28016227,19.3441321,19.40779911,19.47188321,19.53785853,46.4,51.40466106,54.45376868,57.69,61.46,1.487459011,1.476494726,1.465114164,1.45396418,..,40284481652,47962439304,51383858670,57524653094,57471277325,7.803409668,5.162133026,3.323114945,5.100361248,3.498414788,7.431127805,4.814368445,2.984164933,4.754464424,3.148921995,11938.21554,14166.55767,15127.34622,16879.45316,16806.84557,44.39649124,44.396659,44.47366997,44.4678234,..,1710232,1723677,1737066,1750387,..,9.600000381,8.100000381,8.399999619,8.399999619,..,7.199999809,6.300000191,6.5,6.599999905,..,0.345931689,0.33124173,0.32858784,0.329653736,0.338250791,3374414,3385610,3396753,3407969,3419516,51.77861993,51.77592812,51.76938094,51.75930297,51.74615355,188495,182417,176529,170978,165778
Surface area (sq. km),AG.SRF.TOTL.K2,TCD,3.573697586,3.891359593,3.891359593,3.891359593,..,1284000,1284000,1284000,1284000,1284000,9.447569886,9.766925032,10.09805035,10.43979352,10.79022633,1.7,1.9,2.1,2.3,2.5,0.796863217,0.76948078,0.742075443,0.715034896,..,10657705072,12156380062,12368070169,12949853281,13922224561,13.55010086,0.082869798,8.882576072,5.700001363,7.300000713,9.867237781,-3.189601261,5.312205917,2.239946957,3.815232175,895.8779959,988.4431598,972.6793451,985.0952473,1024.668452,45.08604065,44.99969971,44.98576322,44.97235062,..,4373398,4529028,4696288,4873888,..,7.300000191,7.699999809,7.400000095,7.5,..,7,7.099999905,7,7,..,3.297144918,3.324412729,3.334068973,3.328243395,3.301595089,11896380,12298512,12715465,13145788,13587053,49.98829896,49.97500511,49.96385111,49.95425911,49.94549591,9281199,9586936,9901660,10223874,10551569
Population density (people per sq. km of land area),EN.POP.DNST,YEM,2.44521469,2.198988579,2.373240904,2.363770669,..,527970,527970,527970,527970,527970,44.68430403,45.90211565,47.12917779,48.36111332,49.59311325,12.35,14.905,17.4465,20,22.55,2.114617805,2.033056406,1.952800569,1.877931459,..,30906753495,31078858746,32074766835,35954502304,..,3.317465196,-15.08839309,2.469878516,4.155705526,..,0.524553262,-17.34115073,-0.19804218,1.50247641,..,1310.053839,1282.398832,1289.034078,1408.146193,..,25.75058581,25.84768058,25.89155825,25.93601742,..,6521273,6782891,7061653,7343186,..,41.09999847,40.79999924,39.70000076,38.79999924,..,17.79999924,17.70000076,17.70000076,17.39999962,..,2.740442568,2.688890887,2.638108669,2.580375171,2.515593122,23591972,24234940,24882792,25533217,26183676,49.4835277,49.48108805,49.47963637,49.47995781,49.48286482,16105767,16406570,16702823,16992356,17274157
Arable land (% of land area),AG.LND.ARBL.ZS,ARM,15.75342466,15.77801194,15.74991219,15.74288725,..,29740,29740,29740,29740,29740,104.0918862,104.2495258,104.613242,105.0998244,105.5902353,25,32,37.5,41.9,46.3,3.826851641,3.704805495,3.248149349,3.195861392,..,9260284938,10142111334,9957890702,10431217084,10881605059,2.199999999,4.699999999,7.200000003,3.499999997,3.400000001,2.290078204,4.541679199,6.827290248,3.020824363,2.91976153,3124.784018,3417.171836,3343.437635,3486.145636,3619.776319,41.37400845,43.18809105,44.23317875,45.26205413,..,1451010,1499242,1511630,1536362,..,21.39999962,19.79999924,18.29999924,17.5,..,19,18.39999962,17.29999924,16.20000076,..,-0.088100324,0.151328197,0.348282812,0.46404666,0.465529171,2963496,2967984,2978339,2992192,3006154,48.59132592,49.22540014,50.30911525,51.60437566,52.78452135,1079305,1087143,1097190,1107859,1117929
Unemployment total (% of total labor force) (modeled ILO estimate),SL.UEM.TOTL.ZS,ISR,13.56746765,13.66451017,13.62292052,13.20702403,..,22070,22070,22070,22070,22070,352.2920518,358.8632163,365.5499076,372.435305,379.6349353,67.5,68.87387799,70.8,70.8,71.45,5.806247214,5.701129228,5.052217198,4.991834495,..,2.33E+11,2.58E+11,2.57E+11,2.91E+11,3.04E+11,5.750532184,4.190876897,2.995789893,3.248291635,2.766731966,3.836269442,2.283031898,1.111776139,1.339488924,0.817800479,30551.12468,33275.15681,32514.36735,36050.69796,37031.67703,47.11454211,46.99858947,46.73780115,46.75216908,..,3178473,3237078,3651862,3696036,..,6.400000095,5.599999905,7,6.300000191,..,6.599999905,5.599999905,6.900000095,6.300000191,..,1.82675241,1.848077862,1.846151321,1.866052895,1.914674953,7623600,7765800,7910500,8059500,8215300,50.60913421,50.57903036,50.54140571,50.49900113,50.4556405,623306,630117,636874,643793,650980
Unemployment female (% of female labor force) (modeled ILO estimate),SL.UEM.TOTL.FE.ZS,IRQ,9.209799226,9.900534168,9.989178486,11.51224903,..,435240,435240,435240,435240,435240,71.07237981,73.24136812,75.47654955,77.77994336,80.15363327,2.5,5,7.1,9.2,11.3,10.64489434,10.28462284,9.924971471,2.118946135,..,1.39E+11,1.86E+11,2.18E+11,2.32E+11,2.21E+11,5.537890251,10.21408931,12.61641718,8.380558671,-6.429101906,2.469272277,6.950181535,9.281366408,5.170950933,-9.200134076,4487.366289,5839.313082,6650.229057,6882.406872,6334.126679,17.28829542,17.35844128,17.42632774,17.61094789,..,7537886,7801939,8084658,8381525,..,23.60000038,23.5,23.10000038,24.10000038,..,15.19999981,15.19999981,15.10000038,16,..,2.994671384,3.006160778,3.006160648,3.006159451,3.006160834,30868156,31810191,32780975,33781385,34812326,49.4373522,49.4296461,49.41873233,49.40599928,49.39321656,9558633,9829985,10104736,10383722,10666149
,,IRN,9.381351509,9.299069725,9.217401983,9.135734242,..,1745150,1745150,1745150,1745150,1745150,45.59477633,46.16641921,46.76367014,47.37493169,47.98357066,15.9,19,22.73,29.95,39.35,2.246250766,2.1962694,2.153544758,2.113125002,..,4.23E+11,5.77E+11,5.58E+11,4.94E+11,4.15E+11,6.629451625,3.946149772,-6.56466366,-1.915840686,1.458699313,5.36231904,2.659065423,-7.757990472,-3.181385,0.171764686,5690.894511,7668.703275,7326.124728,6400.294877,5315.064454,18.00904222,18.10334934,18.22613016,18.33865212,..,25063987,25634378,26142944,26643005,..,21,20.70000076,20,20.10000038,..,13.5,13.30000019,13.10000038,13.19999981,..,1.195468741,1.245952092,1.28539455,1.298659914,1.276545297,74253373,75184322,76156975,77152445,78143644,49.43958977,49.51206317,49.56309386,49.59728237,49.62272939,21811186,21653085,21499876,21355797,21212092
,,BLZ,3.288031565,3.288031565,3.419552828,3.419552828,..,22970,22970,22970,22970,22970,14.09947391,14.43195967,14.76137659,15.08956598,15.41893906,28.2,30.7,31,33.6,38.7,0.776259759,0.749026266,0.724018094,0.701641842,..,1397113450,1487005600,1573867300,1624294250,..,3.323871124,2.103950804,3.824748783,1.525675273,..,0.855219359,-0.24833604,1.507781323,-0.682449834,..,4344.136669,4517.123997,4674.293377,4719.137955,..,37.48299621,37.63393303,37.69789828,37.81248121,..,135264,140182,145024,149649,..,14.39999962,17,20.79999924,21,..,10.69999981,12.30000019,14.39999962,14.60000038,..,2.418241811,2.330768292,2.256891106,2.198943059,2.159305277,321609,329193,336707,344193,351706,49.98056646,50.0192896,50.05449842,50.08701513,50.11856494,177004,181984,186886,191722,196519
,,CPV,12.40694789,12.40694789,13.64764268,13.64764268,..,4030,4030,4030,4030,4030,121.682134,122.8682382,124.2853598,125.8704715,127.5200993,30,32,34.74,37.5,40.26,0.541045028,0.529170525,0.515878304,0.503433838,..,1664310632,1864823991,1751887838,1837909383,1871187334,1.466912709,3.968783812,1.081918311,1.045244023,2.738246888,0.700084647,2.965124812,-0.070633919,-0.227238656,1.409202539,3393.927212,3766.111473,3497.689697,3623.224045,3641.108167,38.97327688,38.99148917,39.03479169,39.13694659,..,221793,226770,232613,238363,..,7.400000095,7.300000191,7.300000191,7.300000191,..,7,7,7,7,..,0.758612187,0.970036159,1.146766326,1.267316352,1.302061946,490379,495159,500870,507258,513906,50.77970305,50.74612397,50.71994729,50.69865828,50.67872335,187163,185071,183374,181969,180689
,,RUS,7.266345767,7.327407496,7.312142064,7.464185769,..,17098250,17098250,17098250,17098250,17098250,8.722634362,8.729437799,8.744141951,8.762780128,8.781871566,43,49,63.8,67.97,70.52,1.866983607,1.77221334,1.773843048,1.638779879,..,1.52E+12,1.90E+12,2.02E+12,2.08E+12,1.86E+12,4.503725625,4.264176565,3.405546804,1.340797615,0.640485764,4.456827157,4.182916494,3.231659992,1.125248704,-1.139392061,10674.9972,13323.88338,14078.83057,14487.27987,12735.9184,48.76725161,48.89617419,48.91122515,48.84956742,..,76594138,76965903,76895191,76886470,..,6.800000191,6,5.099999905,5.199999809,..,7.300000191,6.5,5.5,5.599999905,..,0.04488739,0.077967098,0.168301591,0.212923595,0.217632655,142849449,142960868,143201676,143506911,143819569,53.62438488,53.6214912,53.60590331,53.58309672,53.56066905,37587976,37552961,37538887,37525622,37502391
,,BGR,29.34782609,29.93736183,30.55453206,32.0467944,..,111000,111000,111000,111000,111000,68.12453021,67.68909359,67.2981577,66.92257738,66.56495026,46.23,47.97999305,51.89998767,53.0615,55.49,1.916218014,1.417698269,1.414185688,1.418136497,..,48669060512,55765057234,52591569645,54479873100,55734676435,0.655325112,1.982003144,0.492189952,1.065865089,1.705473502,1.320100028,2.63804235,1.075950412,1.633063065,2.251896737,6580.813875,7588.808942,7198.518461,7498.831484,7712.763911,46.11453536,46.45077889,46.62259271,46.572502,..,3408537,3336394,3344681,3335363,..,9.5,10.10000038,10.89999962,11.89999962,..,10.19999981,11.30000019,12.30000019,12.89999962,..,-0.658275447,-0.641228921,-0.579220596,-0.559647217,-0.535822306,7395599,7348328,7305888,7265115,7226291,51.31944892,51.33341155,51.3531901,51.37638005,51.39937078,2048433,2010650,1974708,1939786,1905862
,,HRV,16.16154396,16.02394568,16.19728377,15.66118656,..,56590,56590,56590,56590,56590,78.94533595,76.49431737,76.2608649,76.04896355,75.70407434,56.55,57.78997899,61.93997315,66.7476,68.57,1.110356594,1.157465707,1.055316962,1.055474213,..,59665514733,62236755927,56485308446,57868674298,57222574023,-1.701136888,-0.281367268,-2.187589799,-0.939174027,-0.399950151,-1.449770363,2.913801085,-1.888162978,-0.663152861,0.053803263,13505.76562,14539.18518,13235.97909,13597.92145,13507.35861,45.9449623,45.37013717,45.72745076,45.6123586,..,1945321,1866146,1852524,1852248,..,12.39999962,13.30000019,15.69999981,16.79999924,..,11.80000019,13.39999962,15.80000019,17.70000076,..,-0.255390216,..,-0.305655945,-0.278250586,-0.454540885,4417781,4280622,4267558,4255700,4236400,51.79823581,51.79179898,51.78659277,51.7815651,51.77526103,1875922,1806422,1789216,1772116,1751497
,,GUM,1.851851852,1.851851852,1.851851852,1.851851852,..,540,540,540,540,540,295.2592593,297.8851852,301.4944444,305.7796296,310.2648148,54.04,57.7,61.53415931,65.4,69.27,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,43.4389015,44.11680892,44.10398141,44.07795512,..,72244,73693,74898,76249,..,..,..,..,..,..,..,..,..,..,..,0.514996689,0.885431232,1.204346196,1.411308829,1.456149626,159440,160858,162807,165121,167543,49.18276468,49.20861878,49.23129841,49.25176083,49.26973971,9409,9351,9324,9319,9320
,,GMB,44.46640316,44.46640316,43.47826087,43.47826087,..,11300,11300,11300,11300,11300,167.2926877,172.8358696,178.5679842,184.4741107,190.5336957,9.2,10.8703,12.44922872,14,15.56,0.113555391,0.110160366,0.106644342,0.103298048,..,951827284.9,904256027.7,912427787.4,891245556.8,807069488.2,6.524632607,-4.328681349,5.862228177,4.802165004,-0.200997693,3.120441592,-7.39704624,2.464001843,1.446816983,-3.374927288,562.2127351,516.983903,504.9104909,477.3989285,418.5608701,47.71810442,47.79321247,47.79932734,47.86302162,..,704502,726214,750157,774458,..,7.400000095,7.699999809,7.400000095,7.400000095,..,7,7.199999809,7,7,..,3.247860956,3.259751372,3.262697919,3.253973956,3.231992692,1693002,1749099,1807108,1866878,1928201,50.47649087,50.48279143,50.48807266,50.49242639,50.49598045,739893,751868,764298,777125,790273
,,ISL,1.226932668,1.218952618,1.208977556,1.208977556,..,103000,103000,103000,103000,103000,3.172478803,3.182184539,3.199162095,3.229566085,3.267720698,93.39,94.8196868,96.20979955,96.5468,98.16,0.069380327,0.096589842,0.095649032,0.105212213,..,13261004010,14688160822,14232533848,15394553338,17071004499,-3.067113678,2.40098108,1.309806059,3.560387562,1.871435484,-2.927523933,2.088655745,0.772167494,2.58544266,0.681962575,41695.89459,46042.37062,44377.3739,47548.68774,52111.0431,47.14713433,47.23404255,47.68741896,47.72373377,..,187373,186355,188188,190092,..,6.699999809,6.199999809,5.699999809,5.199999809,..,7.599999905,7.099999905,6,5.599999905,..,-0.143903,0.305468368,0.532100735,0.9458859,1.174491856,318041,319014,320716,323764,327589,49.69595211,49.73180077,49.78061699,49.833739,49.87840571,20278,19989,19756,19614,19518
,,GIN,11.80205112,11.80205112,12.20901839,12.61598567,..,245860,245860,245860,245860,245860,44.81688914,46.05384584,47.32527674,48.62740518,49.95737832,1,1.3,1.490144366,1.6,1.72,0.4306416,0.266552475,0.258424969,0.250480852,..,4735956493,5067360009,5667229759,6231725485,6624068016,1.936217423,3.90876145,3.944111989,2.299999238,-0.300010232,-0.809590513,1.117884028,1.151571413,-0.439356025,-2.954238956,430.0564739,447.7909893,487.3457142,521.5389059,539.615775,45.66623937,45.70755163,45.68707636,45.66610088,..,4481685,4614476,4759602,4910555,..,1.299999952,1.399999976,1.399999976,1.5,..,1.600000024,1.700000048,1.700000048,1.799999952,..,2.730596725,2.722621551,2.723327101,2.714271982,2.698294373,11012406,11316351,11628767,11948726,12275527,49.94259202,49.92686247,49.90930681,49.8910093,49.8734759,7173922,7322019,7471715,7622212,7772864
,,GNB,10.6685633,10.6685633,10.6685633,10.6685633,..,36130,36130,36130,36130,36130,58.11507824,59.51312233,60.97510669,62.4871266,64.02962304,2.45,2.672,2.893990621,3.1,3.32,0.924139826,0.898462584,0.875085304,0.850758494,..,847491366.9,1103652041,958857944.2,946629755.8,1022371992,4.432021672,9.028655594,-2.233317539,0.32869042,2.540286296,2.044304374,6.467424351,-4.577443982,-2.098993267,0.070054246,518.5983608,659.48378,559.224752,538.7338705,567.8226103,47.09950602,47.1039556,47.10061853,47.09970494,..,698812,717893,737071,758147,..,7.199999809,7.099999905,7.199999809,7.400000095,..,6.800000191,6.800000191,6.900000095,7.099999905,..,2.312927383,2.377167932,2.426886212,2.449486737,2.438527521,1634196,1673509,1714620,1757138,1800513,50.3626248,50.36094816,50.36037139,50.36041563,50.36081383,895196,902339,910052,918157,926364
,,LIE,20.625,18.75,18.75,16.25,..,160,160,160,160,160,226.725,228.35625,229.94375,231.5,233.0375,80,85,89.4077,93.8,95.21,..,..,..,..,..,5082338965,5739705822,5487773452,..,..,..,..,..,..,..,..,..,..,..,..,140101.9673,157092.9694,149160.7581,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,0.752632219,0.716908019,0.692780427,0.674515973,0.66195113,36276,36537,36791,37040,37286,..,..,..,..,..,31029,31272,31506,31732,31952
